제목,원제,개봉일,스트리밍,구매,평점,장르,재생 시간,감독,출연진,시놉시스,이미지,대여
브로드캐스트 뉴스,Broadcast News,(1987),,"[('Naver Store', ['₩5,500', 'HD'])]","['76%', '7.2 (29k)']","['로맨스 , 코미디 , 드라마']",['2시간 13분'],['James L. Brooks'],"['William Hurt', 'Albert Brooks', 'Holly Hunter', 'Robert Prosky', 'Lois Chiles', 'Joan Cusack', 'Peter Hackes', 'Christian Clemenson', 'Jack Nicholson', 'Robert Katims', 'Ed Wheeler', 'Stephen Mendillo', 'Kimber Shoop', 'Dwayne Markee', 'Gennie James', 'Leo Burmester', 'Amy Brooks', 'Jane Welch', 'Jonathan Benya', 'Frank Doubleday', 'Sally Knight', 'Manuel Alvarez', 'Luis Valderrama', 'Francisco Garcia', 'Richard Thomsen', 'Nat Benchley', 'Marita Geraghty', 'Nicholas D. Blanchet', 'Maura Moynihan', 'Chuck Lippman', 'Nannette Rickert', 'Timothy W. White', 'Emily Crowley', 'David Long', 'Joshua Billings', 'Glenn Faigen', 'Robert Grevemberg Jr.', 'Richard Pehle', 'James V. Franco', 'Jimmy Mel Green', 'Raoul N. Rizik', 'Mike Skehan', 'Franklyn L. Bullard', 'Glen Roven', 'Marc Shaiman', 'Alex Mathews', 'Steve Smith', 'Martha Smith', 'Cynthia B. Hayes', 'Dean Nitz', 'Phil Ugel', 'Lance Wain', 'Susan Marie Feldman', 'Jean Bourne Carinci', 'M. Fekade-Salassie', 'Gerald F. Gough', 'Robert Rasch', 'Robert Walsh', 'John Cusack']",방송은 정직해야 한다고 믿는 제인(홀리 헌터)은 무명 기자로 근무하다가 워싱턴 기자로 발령받은 탐(윌리엄 허트)에게 관심을 가진다. 탐은 워싱턴에 와서 인정을 받게 되고 승승장구한다. 어느날 탐은 강간당한 여성을 취재하며 눈물을 흘리고 동료인 아론(알버트 브룩스)은 그것이 가짜임을 제인에게 말한다. 이 일로 제인은 그에 대한 호감을 거둔다. 7년후 탐은 뉴스 앵커로 성공하고 제인에게 간접적으로 자신의 옛 과오를 인정하는데...,https://images.justwatch.com/poster/66530293/s276/beurodeukaeseuteu-nyuseu.webp,
톰 행크스의 볼케이노,Joe Versus the Volcano,(1990),,"[('wavve', ['₩4,950', 'HD']), ('Naver Store', ['₩4,950', 'HD'])]","['64%', '5.9 (36k)']","['코미디 , 로맨스']",['1시간 42분'],['John Patrick Shanley'],"['Tom Hanks', 'Meg Ryan', 'Lloyd Bridges', 'Dan Hedaya', 'Ossie Davis', 'Barry McGovern', 'Robert Stack', 'Amanda Plummer', 'Lala Sloatman', 'Abe Vigoda', 'Carol Kane', 'Branscombe Richmond', 'Jayne Haynes', 'David Burton', 'Jon Conrad Pochron', 'Jim Hudson', 'Antoni Gatti', 'Darrell Zwerling', 'Jim Ryan', 'Karl Rumburg', 'Brian Esteban', 'Nathan Lane', 'Wally Ruiz', 'Guillermo Guzman', 'Tommy Franco', 'Tony Salome', 'Jennifer Stewart', 'William Ward', 'Paul Michael Thorpe', 'Michael George']","전직 소방수였다가 그만두고 지금은 별볼일 없는 직장에서 주급 300달러의 봉급 생활을 하는 죠 뱅크스(톰 행크스 분)는 어느날 의사로부터 뇌종양으로 6개월 선고를 받고 직장을 그만 둔다. 항상 우울함에 빠져 삶의 의욕을 잃고 있던 죠는 그동안 자신이 너무나 무의미하게 세월을 허비했음을 깨닫고 직장 동료인 디디(맥 라이언 분)에게 접근하는 등 그동안 하지 못한 일로 남은 생을 즐기며 살려고 한다. 그런데, 의사로부터 알고 왔다는 노신사 재벌 그래즈모어씨로부터, 남태평양의 위포니올이라는 섬에 가서 그곳에 있는 화산의 폭발을 막기 위한 제물로서 화산에 뛰어들 영웅이 되어달라는 제안을 받고 계약을 한다. 목숨의 대가로 받은 신용카드로 이것저것 여행 준비를 하고는 LA로 가는데 그래즈모어의 딸 안젤리카(맥 라이언 분)가 마중을 나와있다. 또 배로 자신을 섬으로 데려다 줄 그녀의 이복 동생 패트리시아(맥 라이언 분)를 만나게 되어 요트를 타고 항해를 시작하는데.",https://images.justwatch.com/poster/8712979/s276/joe-versus-the-volcano.webp,"[('Naver Store', ['₩1,300', 'HD']), ('wavve', ['₩1,320', 'HD'])]"
프레데터 2,Predator 2,(1990),"[('Disney Plus', ['정액제', '4K'])]","[('wavve', ['₩5,500', 'HD']), ('Naver Store', ['₩5,500', 'HD'])]","['70%', '6.3 (155k)']","['SF , 스릴러 , 액션 , 공포']",['1시간 48분'],['Stephen Hopkins'],"['Danny Glover', 'Gary Busey', 'Rubén Blades', 'María Conchita Alonso', 'Bill Paxton', 'Robert Davi', 'Adam Baldwin', 'Kevin Peter Hall', 'Kent McCord', 'Morton Downey, Jr.', 'Calvin Lockhart', 'Steve Kahan', 'Henry Kingi', 'Corey Rand', 'Elpidia Carrillo', 'Lilyan Chauvin', 'Michael Mark Edmondson', 'Teri Weigel', 'William R. Perry', 'Alex Chapman', 'Gus Williams', 'John Cann', 'Michael Papajohn', 'Louis Eppolito', 'Charles Haugk', 'Sylvia Kauders', 'Charles David Richards', 'Julian Reyes', 'Casey Sander', 'Pat Skipper', 'Carmine Zozzora', 'Valerie Karasek', 'Chuck Boyd', 'David Starwalt', 'Abraham Alvarez', 'Jim Ishida', 'George Christy', 'Lucinda Weist', 'Richard Anthony Crenna', ""Billy 'Sly' Williams"", 'Paulo Tocha', 'Jsu Garcia', 'DeLynn Binzel', 'Tom Finnegan', 'Patience Moore', 'Kashka', 'Jeffrey Reed', 'Carl Pistilli', 'Vonte Sweet', 'Ronald Moss', 'Brian Levinson', 'Harri James', 'Beth Kanar', 'Paul Abascal', 'Michael Wiseman', 'Thomas Rosales Jr.']","1997년 LA. 무기와 숫적으로 우세한 마약 범죄집단과의 전쟁과도 같은 총격전으로 연일 시달리는 강력계 마이클 해리건 경사(Harrigan: 대니 글로버 분)는 또 한 건의 총격전을 해결하는데 현장에는 무참히 찢긴 시체와 천장에 거꾸로 매달린 시체들이 있었다. 기관총을 든 4사람을 맨손으로 죽이고 포위되어있는 경찰의 눈을 피해 달아난 것이다. 그런데 해리건은 상관으로부터 특수요원 피터 키즈(Keyes: 게리 부시 분)가 지휘하는 연방기동대가 이 사건을 맡게 되니 손을 떼라고 하자 기분이 상한다. 수상히 여긴 해리건과 그의 수사팀 대니(Danny: 루벤 블라이스 분), 리오나(Leona: 마리아 콘치타 알론소 분), 그리고 새로 온 제리 람버트(Jerry Lambert: 빌 팩스톤 분)는 방해를 무릅쓰고 수사를 펼친다. 얼마 후, 킹 윌리(King Willie: 카빈 록하트 분)라는 자메이카 부두교 책임자와 그 부하들이 이상한 무기를 들고 침입한 괴물에게 또다시 무참히 살해된다. 사건에서 밀려나 연방수사원 몰래 수사현장을 조사하던 대니가 괴물에게 살해당하고 해리건은 경고를 받는다. 15년을 같이 일한 파트너를 잃은 해리건은 분노하고 죽인 놈을 꼭 찾아내겠다고 벼른다. 피터 키즈의 뒤를 쫓던 제리는 이들을 도살장 부근에서 놓쳤다고 한다. 해리건은 마약왕인 부두교 두목 킹 윌리를 만나지만 아무런 단서를 얻지 못하고 돌아오는데 킹 윌리도 괴물에게 살해된다.",https://images.justwatch.com/poster/243386447/s276/peuredeteo-2.webp,
캐논볼,The Cannonball Run,(1981),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('Naver Store', ['₩1,500', 'HD'])]","['69%', '6.3 (35k)']","['코미디 , 스포츠 , 액션']",['1시간 35분'],['Hal Needham'],"['Burt Reynolds', 'Roger Moore', 'Farrah Fawcett', 'Dom DeLuise', 'Dean Martin', 'Sammy Davis Jr.', 'Jack Elam', 'Adrienne Barbeau', 'Terry Bradshaw', 'Jackie Chan', 'Bert Convy', 'Jamie Farr', 'Peter Fonda', 'George Furth', 'Michael Hui', 'Bianca Jagger', 'Molly Picon', 'Jimmy Snyder', 'Mel Tillis', 'Rick Aviles', 'Warren Berlinger', 'Tara Buckman', 'John Fiedler', 'Norman Grabowski', 'Joe Klecko', 'Grayce Spence', 'Robert Tessier', 'Alfie Wise', 'Johnny Yune', 'Lois Hamilton', 'Kathleen M. Shea', 'John Megna', 'Laura Lizer Sommers', 'Richard Losee', 'Hal Needham', 'Valerie Perrine', 'Vickie Reigle']","오하이오주에서 캘리포니아 LA까지 3천 마일을 달리는 미대륙 횡단 경기, '캐논볼 경주' 참가자 중에는 아랍의 부호왕, 사업가, 내기 도박사인 제이미와 샘, 007 제임스 본드 역 로저 무어를 흉내내는 재벌 시모아 빅터와 J.J. 팀이 있다. 경기에 우승하기 위해 참가자들은 온갖 기발한 방법을 다 동원한다.",https://images.justwatch.com/poster/87220184/s276/kaenonbol.webp,"[('wavve', ['₩1,500', 'HD'])]"
철갑무적 마리아,鐵甲無敵瑪利亞,(1988),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]",,"['70%', '6.1']","['SF , 코미디']",['1시간 33분'],"['David Chung , Tsui Hark']","['Tsui Hark', 'Sally Yeh', 'John Shum Kin-Fun', 'Tony Leung Chiu-wai', 'Lam Ching-Ying', 'Paul Chun', 'Ben Lam', 'Dennis Chan Kwok-San']","영웅당의 도시장악의 야망으로 제작된 로보트 PR1호는, 이어 만들어진 여성 로보트PR2호와 함께 도시를 공포로 만든다. 경찰이 그 위력 앞에서 속수무책인 가운데 사진기자 장지강과, 특수무기 설계사인 배추머리, 영웅당의 늙은 지도자, 그리고 탈당한 위사기가 가공할 음모에 맞선다. 위사기의 배신을 단죄키 위해 처치임무를 맡은 당내 여성당원인 마리아는 심경의 변화로 영웅당을 타도하려는 네사람의 대항에 동참케 된다. 개조된 PR2호를 앞세워 치열한 접전을 벌이던 선의의 군단은, 드디어 영웅당의 야욕을 꺽고 승리하는데...",https://images.justwatch.com/poster/255881577/s276/ceolgabmujeog-maria.webp,"[('wavve', ['₩2,750', 'HD']), ('Naver Store', ['₩2,750', 'HD'])]"
플레이어,The Player,(1992),"[('wavve', ['정액제', 'HD'])]","[('Naver Store', ['₩1,200', 'HD'])]","['80%', '7.5 (57k)']","['스릴러 , 코미디 , 범죄 , 드라마']",['2시간 4분'],['Robert Altman'],"['Tim Robbins', 'Greta Scacchi', 'Fred Ward', 'Whoopi Goldberg', 'Peter Gallagher', 'Brion James', 'Cynthia Stevenson', ""Vincent D'Onofrio"", 'Dean Stockwell', 'Richard E. Grant', 'Sydney Pollack', 'Lyle Lovett', 'Dina Merrill', 'Angela Hall', 'Randall Batinkoff', 'Jeremy Piven', 'Gina Gershon', 'Michael Tolkin', 'Steve Allen', 'Richard Anderson', 'René Auberjonois', 'Harry Belafonte', 'Karen Black', 'Michael Bowen', 'Gary Busey', 'Robert Carradine', 'Cher', 'James Coburn', 'John Cusack', 'Brad Davis', 'Paul Dooley', 'Peter Falk', 'Louise Fletcher', 'Dennis Franz', 'Teri Garr', 'Leeza Gibbons', 'Scott Glenn', 'Jeff Goldblum', 'Elliott Gould', 'Joel Grey', 'David Alan Grier', 'Buck Henry', 'Anjelica Huston', 'Kathy Ireland', 'Steve James', 'Sally Kellerman', 'Sally Kirkland', 'Jack Lemmon', 'Marlee Matlin', 'Andie MacDowell', 'Malcolm McDowell', 'Jayne Meadows', 'Martin Mull', 'Jennifer Nash', 'Nick Nolte', 'Alexandra Powers', 'Bert Remsen', 'Burt Reynolds', 'Julia Roberts', 'Mimi Rogers', 'Annie Ross', 'Alan Rudolph', 'Jill St. John', 'Susan Sarandon', 'Rod Steiger', 'Lily Tomlin', 'Robert Wagner', 'Ray Walston', 'Bruce Willis', 'Patrick Swayze', 'Ned Bellamy']",흥행물만 취급하는 헐리우드 메이저 영화사의 그리핀(팀 로빈스)은 어느날 시나리오 작가에게서 협박 엽서를 받는다. 그리핀은 다른 사람을 엽서를 보낸 사람으로 착각하여 사람을 죽이게 되고 그의 애인과는 사랑에 빠진다. 또한 유일한 목격자가 다른 사람을 지목하면서 그는 무죄를 선고받는다.,https://images.justwatch.com/poster/112427416/s276/peulreieo.webp,"[('wavve', ['₩1,500', 'HD'])]"
패트리어트 게임,Patriot Games,(1992),,"[('wavve', ['₩5,500', 'HD']), ('Naver Store', ['₩5,500', 'HD'])]","['75%', '6.9 (108k)']","['스릴러 , 액션']",['1시간 57분'],['Phillip Noyce'],"['Harrison Ford', 'Anne Archer', 'Thora Birch', 'Sean Bean', 'Patrick Bergin', 'Polly Walker', 'James Fox', 'Samuel L. Jackson', 'James Earl Jones', 'Richard Harris', 'J.E. Freeman', 'Alex Norton', 'Hugh Fraser', 'David Threlfall', 'Alun Armstrong', 'Berlinda Tolbert', 'Gerald Sim', 'Pip Torrens', 'Thomas Russell', 'Andrew Connolly', 'Keith Campbell', 'Jonathan Ryan', 'P.H. Moriarty', 'Bob Gunton', 'Ted Raimi', 'Brenda James', 'Claire Oberman', 'Tom Watt', 'Tim Dutton', 'Martin Cochrane', 'Ellen Geer', 'John Lafayette', 'Shaun Duke', 'Fritz Sperberg', 'Allison Barron', 'Philip Levien', 'Jesse D. Goins', 'Michael Ryan Way']","라이언은 아내와 딸이 있는 해군 사관학교의 교수며 전직 해병이었다. 그런 그가 영국에 왕립 해군 사관학교에 연설차 갔다가 우연히 황테후의 사촌인 홈즈경에 대한 테러 현장을 목격하게 되고 그 자리에서 테러범들과 총격전을 벌이다 그들 중 한 명인 테러단 두목 숀 밀러의 친동생을 사살하고 만다. 그는 바로 현장에서 같이 잡힌 숀 밀러는 유죄 판결을 받고 교도소로 이송 중 자기 동지들에 의해 구출을 받게 되고, 탈출한 밀러는 라이언에게 동생에 대한 복수를 하겠다고 다짐한다. 미국으로 건너온 밀러는 자기 동지들과 함께 라이언의 가족을 모두 몰살시키려 하지만 계획이 실패한 줄 모른 채 북아프리카로 돌아간다. 아프리카에 도착한 후에야 자신의 계획이 틀어진 걸 안 밀러는 다시금 복수를 하려 하지만 그를 키워준 케빈이 이를 저지하고, 애초 계획대로 영국과 IRA간의 분쟁을 일으켜 나중에 IRA가 완전 소탕된뒤 자기들의 세력을 잡기위해 홈즈경을 다시 납치해 몸값을 받으려 음모를 꾸미는데...",https://images.justwatch.com/poster/247213133/s276/paeteurieoteu-geim.webp,"[('wavve', ['₩1,500', 'HD']), ('Naver Store', ['₩1,500', 'HD'])]"
그린 파파야 향기,Mùi đu đủ xanh,(1993),"[('Watcha', ['정액제', 'HD'])]",,"['78%', '7.4 (8k)']","['로맨스 , 드라마 , 음악 , Made in Europe']",['1시간 44분'],['Tran Anh Hung'],"['Trần Nữ Yên Khê', 'Man San Lu', 'Thi Loc Truong', 'Nguyen Anh Hoa', 'Hoa Hoi Vuong', 'Ngoc Trung Tran', 'Vantha Talisman', 'Keo Souvannavong', 'Van Oanh Nguyen', 'Gerard Neth', 'Nhat Do', 'Thi Hai Vo', 'Thi Thanh Tra Nguyen', 'Lam Huy Bui', 'Xuan Thu Nguyen', 'Xuan Loi Phan', 'Xuan Dung Phan', 'Van Chung Le', 'Tho Phuong', 'Long Chau', 'Thi Van Khanh Truong', 'Hông Hanh Luguern', 'Ba Hang Phan']","열 살박이 소녀 무이는 농촌을 떠나 도시의 한 가정의 하녀로 일하게 되면서 무책임한 가장 때문에 일어나는 주인 집안의 불행을 알게 된다. 가장이 전재산을 빼앗아 가정을 등지자 여주인은 트롱, 람, 틴 세 아이와 어렵게 살아간다. 무이는 막내 틴의 괴롭힘을 참으며 가끔 들르는 트롱의 친구 쿠엔에게 애정을 느낀다. 세월은 흘러 작은 소녀에서 아름다운 처녀로 성장한 무이는 여주인의 며느리에게 쫓겨나 항상 연정을 품어왔지만 결코 가까이 할 수 없었던 쿠엔의 집에서 일하게 된다. 무이는 하녀로서의 봉사와 애정이 혼합된 사랑을 얻게 되면서 베트남 여성으로서 가장 찬란한 인생을 시작한다",https://images.justwatch.com/poster/32120425/s276/geurin-papaya-hyanggi.webp,"[('wavve', ['₩1,400', 'HD'])]"
첩혈속집,辣手神探,(1992),,,"['84%', '7.8 (48k)']","['스릴러 , 범죄 , 액션']",['2시간 6분'],['John Woo'],"['Chow Yun-Fat', 'Tony Leung Chiu-wai', 'Anthony Wong', 'Teresa Mo', 'Philip Chan Yan-Kin', 'Philip Kwok Chun-Fung', 'Kwan Hoi-San', 'Stephen Tung Wai', 'Bowie Lam', 'Bobby Au-Yeung', 'Lau Kong', 'John Woo', 'Ng Shui-Ting', 'Michael Dinga', 'Perrie Lai Hoi-San', 'Kenny Wong Tak-Bun', 'Lo Meng', 'Lam Kai-Wing', 'Jun Kunimura', 'Lee Yiu-Ging']","경찰관 데킬라는 불법무기거래 장면을 목격하고 싸우다 친구 아룡이 사망하게 된다. 이때 암흑가 무기밀매 조직의 일원이 암살당한 사건을 맡게 되는데, 조직의 대부 호이의 명령에 의해 아랑이 살해한 것이다. 한편 호이의 라이벌 조직인 쟈니왕은 아랑을 불러 호이와 데킬라의 암살을 제의한다. 호이는 결국 아랑의 총에 죽고, 아랑은 궁지에 몰린 데킬라를 살려주고 떠나는데, 사실 아랑은 그 조직에 침투한 비밀경찰이었다. 데킬라와 아랑은 진한 우..",https://images.justwatch.com/poster/205972966/s276/ceobhyeolsogjib.webp,"[('wavve', ['₩1,000', 'HD'])]"
불의 전차,Chariots of Fire,(1981),"[('Disney Plus', ['정액제', 'HD'])]","[('Naver Store', ['₩5,500', 'HD'])]","['77%', '7.2 (57k)']","['드라마 , 스포츠']",['2시간 3분'],['Hugh Hudson'],"['Ben Cross', 'Ian Charleson', 'Cheryl Campbell', 'Alice Krige', 'Nigel Havers', 'Ian Holm', 'Nicholas Farrell', 'Daniel Gerroll', 'John Gielgud', 'Lindsay Anderson', 'Nigel Davenport', 'Dennis Christopher', 'Brad Davis', 'Patrick Magee', 'Peter Egan', 'Struan Rodger', 'Richard Griffiths', 'David Yelland', 'Michael Lonsdale', 'Patrick Doyle', 'John Young', 'Yvonne Gilan', 'David John', 'Benny Young', 'Yves Beneyton', 'Gerry Slevin', 'Stephen Mallatratt', 'Colin Bruce', 'Alan Polonsky', 'Edward Wiley', 'Jeremy Sinden', 'Andrew Hawkins', 'Jack Smethurst', 'Peter Cellier', ""Philip O'Brien"", 'Ruby Wax', 'Ralph Lawton', 'Kim Clifford', 'John Rutland', 'Peter Jones', 'Shot Putter (uncredited)']","1919년 캠브리지 대학에 해럴드 아브라함이라는 청년이 입학한다. 유태인이자 고리대금업자의 아들인 그는 유태인들을 멸시하는 사람들의 코를 납작하게 만들기 위해 열심히 공부했고 결국 그가 원하는 학교에 입학한 것이다. 그의 또다른 희망은 유태인에 대한 편견을 없애고 자신이 영국을 대표하는 육상선수로 파리 올림픽에 출전하여 금메달을 목에 거는 것. 학교 규칙상 허용이 되지 않음에도 불구하고 육상선수 출신인 우사비나를 개인 코치로 두고 맹연습을 감행하는 해럴드는 자신의 단점을 하나씩 고쳐가며 단거리 주자로서의 면모를 갖춰간다. 1920년 스코틀랜드의 한 마을. 에릭 리델이라는 청년이 바람을 가르며 트랙을 달린다. 그는 스코틀랜드에서 가장 빠른 사람으로 불리며, 프랑스와의 경기를 비롯해 각종 경기에서 우승한 경력을 지니고 있다. 그러나 그는 육상을 포기하고 다시 중국에서 선교활동을 하도록 끊임없이 애원하는 여동생 때문에 신앙과 육상 사이에서 갈등을 겪고 있다. 시간이 흘러 마침내 다가온 프랑스 올림픽의 개막일. 에릭과 해럴드는 영국을 대표하는 육상 선수로 발탁되어 프랑스행 배에 오른다. 그러나 에릭은 자신의 출전일이 일요일이라는 것을 알고 갑자기 출전을 포기하게 되는데...",https://images.justwatch.com/poster/212964432/s276/bulyi-jeonca.webp,
바베트의 만찬,Babettes gæstebud,(1987),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('Naver Store', ['₩1,200', 'HD'])]","['81%', '7.8 (19k)']","['코미디 , 드라마 , Made in Europe']",['1시간 42분'],['Gabriel Axel'],"['Stéphane Audran', 'Bodil Kjer', 'Birgitte Federspiel', 'Jarl Kulle', 'Jean-Philippe Lafont', 'Bibi Andersson', 'Ghita Nørby', 'Asta Esper Hagen Andersen', 'Thomas Antoni', 'Hanne Stensgaard', 'Vibeke Hastrup', 'Gudmar Wivesson', 'Bendt Rothe', 'Gert Bastian', 'Viggo Bentzon', 'Lisbeth Movin', 'Preben Lerdorff Rye', 'Cay Kristiansen', 'Axel Strøbye', 'Erik Petersen', 'Ebbe Rode', 'Ebba With', 'Pouel Kern', 'Finn Nielsen', 'Holger Perfort', 'Therese Højgaard Christensen', 'Lars Lohmann', 'Tine Miehe-Renard', 'Tina Kiberg', 'Else Petersen']","덴마크의 바닷가 작은 마을에 신앙과 봉사를 천직으로 여기며 살아가는 아름다운 두 자매 마티나와 필리파가 있었다. 젊은날의 사랑과 추억은 모두 마음속에만 간직한 채 살고 있던 어느 날, 필리파의 연인이었던 파판의 편지를 품에 안은 바베트라는 여자가 나타나는데...",https://images.justwatch.com/poster/249769143/s276/babeteuyi-mancan.webp,"[('wavve', ['₩1,200', 'HD'])]"
